bwv,c,p,t,d
851,1,69,19296,96
851,1,68,19392,96
851,3,47,19392,192
851,1,69,19488,96
851,1,67,19584,480
851,3,49,19584,96
851,3,45,19680,96
851,2,57,19776,192
851,3,44,19776,96
851,3,45,19872,96
851,2,59,19968,192
851,3,53,19968,192
851,1,65,20064,96
851,1,64,20160,96
851,2,61,20160,192
851,1,65,20256,96
851,1,65,20352,96
851,2,62,20352,192
851,3,50,20352,384
851,1,64,20448,96
851,1,62,20544,96
851,2,59,20544,192
851,1,69,20640,96
851,1,69,20736,1632
851,2,60,20736,96
851,3,52,20736,192
851,2,57,20832,96
851,2,56,20928,96
851,3,53,20928,192
851,2,57,21024,96
851,2,65,21120,192
851,3,52,21120,96
851,3,50,21216,96
851,3,48,21312,96
851,3,50,21408,96
851,2,62,21504,384
851,3,50,21504,96
851,3,48,21600,96
851,3,47,21696,96
851,3,48,21792,96
851,2,64,21888,192
851,3,48,21888,192
851,2,65,22080,192
851,3,50,22080,192
851,2,59,22272,768
851,3,52,22272,192
851,1,75,22368,96
851,1,76,22464,96
851,3,50,22464,192
851,1,69,22560,96
851,1,72,22656,96
851,3,52,22656,384
851,1,71,22752,96
851,1,69,22848,96
851,1,68,22944,96
851,1,69,23040,480
851,2,57,23040,384
851,3,57,23040,192
851,3,45,23232,192
851,3,47,23424,192
851,1,67,23520,96
851,1,65,23616,96
851,3,49,23616,192
851,1,64,23712,96
851,1,67,23808,96
851,3,50,23808,192
851,1,65,23904,96
851,1,64,24000,96
851,3,47,24000,192
851,1,62,24096,96
851,1,64,24192,192
851,3,49,24192,96
851,3,45,24288,96
851,1,76,24384,192
851,3,44,24384,96
851,3,45,24480,96
851,1,74,24576,192
851,3,53,24576,192
851,1,73,24768,192
851,1,71,24960,192
851,3,50,24960,384
851,1,74,25152,192
851,1,73,25344,96
851,3,57,25344,192
851,1,76,25440,96
851,1,77,25536,96
851,3,53,25536,192
851,1,76,25632,96
851,1,67,25728,192
851,3,52,25728,192
851,3,50,25920,192
851,1,70,26112,480
851,3,49,26112,192
851,3,52,26304,192
851,3,50,26496,96
851,1,69,26592,96
851,3,53,26592,96
851,1,67,26688,96
851,3,55,26688,96
851,1,69,26784,96
851,3,53,26784,96
851,1,69,26880,96
851,3,45,26880,192
851,1,67,26976,96
851,1,65,27072,96
851,1,67,27168,96
851,1,67,27264,96
851,3,49,27264,384
851,1,65,27360,96
851,1,64,27456,96
851,1,65,27552,96
851,1,65,27648,480
851,3,50,27648,1152
851,2,62,27840,192
851,2,60,28032,192
851,1,64,28128,96
851,1,66,28224,96
851,2,58,28224,192
851,1,67,28320,96
851,1,66,28416,96
851,2,57,28416,192
851,1,67,28512,96
851,1,69,28608,96
851,2,60,28608,192
851,1,67,28704,96
851,1,67,28800,96
851,2,58,28800,384
851,1,69,28896,96
851,1,70,28992,96
851,3,55,28992,192
851,1,69,29088,96
851,1,69,29184,96
851,2,62,29184,768
851,3,54,29184,192
851,1,71,29280,96
851,1,72,29376,96
851,3,52,29376,192
851,1,71,29472,96
851,1,71,29568,96
851,3,50,29568,192
851,1,73,29664,96
851,1,74,29760,96
851,3,53,29760,192
851,1,73,29856,96
851,1,73,29952,192
851,2,55,29952,384
851,3,52,29952,480
851,1,81,30144,192
851,1,79,30336,192
851,3,50,30432,96
851,1,77,30528,192
851,3,49,30528,96
851,3,47,30624,96
851,1,76,30720,192
851,3,50,30720,96
851,3,49,30816,96
851,1,79,30912,192
851,3,47,30912,96
851,3,45,31008,96
851,1,77,31104,96
851,3,50,31104,384
851,1,81,31200,96
851,1,82,31296,96
851,2,62,31296,192
851,1,81,31392,96
851,1,73,31488,384
851,2,64,31488,192
851,2,65,31680,192
851,1,76,31872,576
851,2,67,31872,192
851,2,64,32064,192
851,2,65,32256,96
851,2,62,32352,96
851,1,69,32448,192
851,2,61,32448,96
851,3,57,32448,192
851,2,62,32544,96
851,1,74,32640,384
851,2,71,32640,192
851,3,55,32640,192
851,3,53,32832,192
851,1,72,33024,576
851,2,67,33024,384
851,3,52,33024,192
851,3,55,33216,192
851,2,69,33408,384
851,3,54,33408,96
851,3,57,33504,96
851,1,75,33600,288
851,3,58,33600,96
851,3,57,33696,96
851,2,54,33792,192
851,3,50,33792,384
851,1,74,33888,96
851,1,72,33984,96
851,1,74,34080,96
851,1,74,34176,96
851,2,57,34176,192
851,3,54,34176,384
851,1,72,34272,96
851,1,70,34368,96
851,1,72,34464,96
851,1,72,34560,96
851,3,43,34560,384
851,1,70,34656,96
851,2,55,34656,96
851,1,69,34752,96
851,2,54,34752,96
851,1,70,34848,96
851,2,55,34848,96
851,1,74,34944,96
851,2,52,34944,192
851,3,48,34944,384
851,1,72,35040,96
851,1,70,35136,96
851,1,72,35232,96
851,1,72,35328,96
851,2,55,35328,192
851,3,52,35328,384
851,1,70,35424,96
851,1,69,35520,96
851,1,70,35616,96
851,1,70,35712,96
851,3,41,35712,384
851,1,69,35808,96
851,2,53,35808,96
851,1,67,35904,96
851,2,52,35904,96
851,1,69,36000,96
851,2,53,36000,96
851,1,72,36096,96
851,2,50,36096,192
851,3,46,36096,384
851,1,70,36192,96
851,1,69,36288,96
851,1,70,36384,96
851,1,70,36480,96
851,2,53,36480,192
851,3,50,36480,384
851,1,69,36576,96
851,1,67,36672,96
851,1,69,36768,96
851,1,69,36864,96
851,3,52,36864,1152
851,1,67,36960,96
851,1,65,37056,96
851,2,53,37056,192
851,1,69,37152,96
851,1,76,37248,192
851,2,55,37248,192
851,2,57,37440,192
851,1,73,37632,384
851,2,58,37632,192
851,2,55,37824,192
851,1,74,38016,480
851,2,57,38016,192
851,3,53,38016,192
851,2,53,38208,192
851,3,50,38208,192
851,2,55,38400,192
851,3,52,38400,192
851,1,72,38496,96
851,1,70,38592,96
851,2,57,38592,192
851,3,54,38592,192
851,1,69,38688,96
851,1,72,38784,96
851,2,55,38784,384
851,3,55,38784,192
851,1,70,38880,96
851,1,69,38976,96
851,3,52,38976,192
851,1,67,39072,96
851,1,69,39168,192
851,3,54,39168,96
851,3,50,39264,96
851,1,66,39360,192
851,2,57,39360,192
851,3,49,39360,96
851,3,50,39456,96
851,1,67,39552,192
851,2,55,39552,192
851,3,58,39552,192
851,1,69,39744,192
851,2,54,39744,192
851,3,57,39744,192
851,1,70,39936,192
851,2,52,39936,192
851,3,55,39936,192
851,1,67,40128,192
851,2,55,40128,192
851,3,58,40128,192
851,1,69,40320,96
851,2,54,40320,192
851,3,57,40320,192
851,1,72,40416,96
851,1,75,40512,288
851,2,58,40512,192
851,3,55,40512,192
851,2,57,40704,192
851,3,54,40704,192
851,1,74,40800,96
851,1,72,40896,96
851,2,55,40896,192
851,3,52,40896,192
851,1,70,40992,96
851,1,74,41088,96
851,2,54,41088,192
851,3,50,41088,192
851,1,72,41184,96
851,1,70,41280,96
851,2,57,41280,192
851,3,54,41280,192
851,1,69,41376,96
851,1,70,41472,96
851,2,55,41472,192
851,3,43,41472,192
851,1,74,41568,96
851,1,77,41664,288
851,2,60,41664,192
851,3,57,41664,192
851,2,59,41856,192
851,3,56,41856,192
851,1,76,41952,96
851,1,74,42048,96
851,2,57,42048,192
851,3,54,42048,192
851,1,73,42144,96
851,1,76,42240,96
851,2,56,42240,192
851,3,52,42240,192
851,1,74,42336,96
851,1,73,42432,96
851,2,59,42432,192
851,3,56,42432,192
851,1,71,42528,96
851,1,73,42624,96
851,2,57,42624,192
851,3,45,42624,192
851,1,76,42720,96
851,1,82,42816,288
851,2,65,42816,192
851,3,62,42816,192
851,2,64,43008,192
851,3,61,43008,192
851,1,81,43104,96
851,1,79,43200,96
851,2,62,43200,192
851,3,59,43200,192
851,1,77,43296,96
851,1,81,43392,96
851,2,61,43392,192
851,3,57,43392,192
851,1,79,43488,96
851,1,77,43584,96
851,2,64,43584,192
851,3,61,43584,192
851,1,76,43680,96
851,1,79,43776,96
851,2,62,43776,192
851,3,62,43776,192
851,1,77,43872,96
851,1,76,43968,96
851,3,50,43968,192
851,1,77,44064,96
851,1,77,44160,96
851,3,52,44160,192
851,1,76,44256,96
851,1,74,44352,96
851,3,53,44352,192
851,1,76,44448,96
851,1,76,44544,96
851,3,55,44544,192
851,1,74,44640,96
851,1,73,44736,96
851,3,52,44736,192
851,1,74,44832,96
851,1,72,44928,480
851,3,54,44928,96
851,3,50,45024,96
851,2,62,45120,192
851,3,49,45120,96
851,3,50,45216,96
851,2,64,45312,192
851,3,58,45312,192
851,1,70,45408,96
851,1,69,45504,96
851,2,66,45504,192
851,1,70,45600,96
851,1,70,45696,96
851,2,67,45696,192
851,3,55,45696,384
851,1,69,45792,96
851,1,67,45888,96
851,2,64,45888,192
851,1,74,45984,96
851,1,74,46080,1632
851,2,65,46080,96
851,3,57,46080,192
851,2,62,46176,96
851,2,61,46272,96
851,3,58,46272,192
851,2,62,46368,96
851,2,70,46464,192
851,3,57,46464,96
851,3,55,46560,96
851,3,53,46656,96
851,3,55,46752,96
851,2,67,46848,384
851,3,55,46848,96
851,3,53,46944,96
851,3,52,47040,96
851,3,53,47136,96
851,2,69,47232,192
851,3,53,47232,192
851,2,70,47424,192
851,3,55,47424,192
851,2,64,47616,768
851,3,57,47616,192
851,1,80,47712,96
851,1,81,47808,96
851,3,55,47808,192
851,1,74,47904,96
851,1,77,48000,96
851,3,57,48000,384
851,1,76,48096,96
851,1,74,48192,96
851,1,73,48288,96
851,1,74,48384,1152
851,3,50,48384,1152
851,2,72,48576,192
851,2,69,48576,192
851,4,50,48576,192
851,4,54,48576,192
851,2,70,48768,192
851,2,67,48768,192
851,4,52,48768,192
851,4,55,48768,192
851,2,66,48960,192
851,2,69,48960,192
851,4,54,48960,192
851,4,57,48960,192
851,2,64,49152,192
851,2,67,49152,192
851,4,58,49152,192
851,4,55,49152,192
851,2,70,49344,192
851,2,67,49344,192
851,4,52,49344,192
851,4,55,49344,192
851,1,74,49536,1152
851,2,69,49536,1152
851,2,66,49536,1152
851,3,50,49536,1152
851,4,57,49536,1152
851,4,54,49536,1152
852,1,70,0,96
852,1,67,96,96
852,1,65,192,96
852,1,67,288,96
852,1,63,384,96
852,1,68,480,96
852,1,67,576,96
852,1,68,672,96
852,1,72,768,192
852,1,70,960,192
852,1,69,1344,96
852,1,65,1440,96
852,1,75,1536,192
852,1,74,1728,192
852,1,72,1920,384
852,1,70,2304,96
852,1,77,2400,96
852,1,74,2496,96
852,1,70,2592,96
852,1,68,2688,96
852,1,77,2784,96
852,1,74,2880,96
852,1,68,2976,96
852,1,67,3072,192
852,2,63,3072,96
852,2,62,3168,96
852,1,80,3264,192
852,2,60,3264,96
852,2,62,3360,96
852,1,79,3456,192
852,2,58,3456,96
852,2,63,3552,96
852,1,77,3648,192
852,2,62,3648,96
852,2,63,3744,96
852,1,75,3840,96
852,2,67,3840,192
852,1,72,3936,96
852,1,74,4032,96
852,2,65,4032,192
852,1,75,4128,96
852,1,77,4224,480
852,2,62,4416,96
852,2,58,4512,96
852,2,68,4608,192
852,1,75,4704,96
852,1,77,4800,96
852,2,67,4800,192
852,1,79,4896,96
852,1,80,4992,96
852,2,65,4992,384
852,1,77,5088,96
852,1,70,5184,96
852,1,80,5280,96
852,1,79,5376,192
852,2,63,5376,96
852,2,70,5472,96
852,1,75,5568,96
852,2,67,5568,96
852,1,79,5664,96
852,2,65,5664,96
852,1,84,5760,576
852,2,63,5760,96
852,2,72,5856,96
852,2,69,5952,96
852,2,65,6048,96
852,2,62,6144,96
852,2,69,6240,96
852,1,74,6336,96
852,2,65,6336,96
852,1,77,6432,96
852,2,63,6432,96
852,1,82,6528,576
852,2,61,6528,96
852,2,70,6624,96
852,2,67,6720,96
852,2,63,6816,96
852,2,60,6912,96
852,2,67,7008,96
852,1,72,7104,96
852,2,63,7104,96
852,1,75,7200,96
852,2,60,7200,96
852,1,80,7296,192
852,2,62,7296,96
852,2,70,7392,96
852,1,79,7488,192
852,2,63,7488,96
852,2,72,7584,96
852,1,77,7680,384
852,2,74,7680,192
852,3,58,7680,96
852,3,55,7776,96
852,2,73,7872,192
852,3,53,7872,96
852,3,55,7968,96
852,1,79,8064,192
852,2,72,8064,192
852,3,51,8064,96
852,3,56,8160,96
852,1,74,8256,192
852,2,70,8256,192
852,3,55,8256,96
852,3,56,8352,96
852,1,75,8448,576
852,2,68,8448,96
852,3,60,8448,192
852,2,67,8544,96
852,2,68,8640,96
852,3,58,8640,192
852,2,70,8736,96
852,2,72,8832,480
852,1,77,9024,192
852,3,57,9024,96
852,3,53,9120,96
852,1,79,9216,576
852,3,63,9216,192
852,2,70,9312,96
852,2,72,9408,96
852,3,62,9408,192
852,2,74,9504,96
852,2,75,9600,96
852,3,60,9600,384
852,2,72,9696,96
852,1,81,9792,192
852,2,65,9792,96
852,2,75,9888,96
852,1,82,9984,864
852,2,74,9984,192
852,3,58,9984,96
852,3,65,10080,96
852,2,77,10176,192
852,3,62,10176,96
852,3,58,10272,96
852,2,74,10368,192
852,3,56,10368,96
852,3,65,10464,96
852,2,70,10560,192
852,3,62,10560,96
852,3,56,10656,96
852,2,75,10752,192
852,3,55,10752,192
852,1,82,10848,96
852,1,79,10944,96
852,3,63,10944,192
852,1,75,11040,96
852,1,73,11136,96
852,1,82,11232,96
852,1,79,11328,96
852,3,51,11328,192
852,1,73,11424,96
852,1,72,11520,192
852,3,56,11520,96
852,3,63,11616,96
852,1,75,11712,192
852,2,75,11712,192
852,3,60,11712,96
852,3,56,11808,96
852,1,80,11904,480
852,2,72,11904,192
852,3,55,11904,96
852,3,63,12000,96
852,2,68,12096,192
852,3,60,12096,96
852,3,55,12192,96
852,2,74,12288,192
852,3,53,12288,192
852,1,80,12384,96
852,1,77,12480,96
852,3,62,12480,192
852,1,74,12576,96
852,1,72,12672,96
852,1,80,12768,96
852,1,77,12864,96
852,3,50,12864,192
852,1,72,12960,96
852,1,70,13056,192
852,3,55,13056,96
852,3,62,13152,96
852,1,74,13248,192
852,2,74,13248,192
852,3,58,13248,96
852,3,55,13344,96
852,1,79,13440,864
852,2,70,13440,192
852,3,53,13440,96
852,3,61,13536,96
852,2,67,13632,192
852,3,58,13632,96
852,3,55,13728,96
852,2,72,13824,192
852,3,52,13824,96
852,3,60,13920,96
852,2,70,14016,192
852,3,55,14016,96
852,3,52,14112,96
852,2,68,14208,480
852,3,53,14208,96
852,1,72,14304,96
852,3,60,14304,96
852,1,74,14400,96
852,3,56,14400,96
852,1,75,14496,96
852,3,53,14496,96
852,1,77,14592,576
852,3,50,14592,96
852,2,72,14688,96
852,3,58,14688,96
852,2,70,14784,96
852,3,53,14784,96
852,2,68,14880,96
852,3,50,14880,96
852,2,67,14976,384
852,3,51,14976,96
852,3,58,15072,96
852,1,75,15168,288
852,3,55,15168,96
852,3,51,15264,96
852,2,65,15360,384
852,3,46,15360,192
852,1,74,15456,96
852,1,72,15552,96
852,3,56,15552,192
852,1,74,15648,96
852,1,70,15744,96
852,2,70,15744,576
852,3,55,15744,192
852,1,75,15840,96
852,1,74,15936,96
852,3,53,15936,192
852,1,75,16032,96
852,1,79,16128,192
852,3,51,16128,96
852,3,48,16224,96
852,1,77,16320,192
852,2,68,16320,96
852,3,50,16320,96
852,2,67,16416,96
852,3,51,16416,96
852,2,68,16512,192
852,3,53,16512,480
852,1,74,16704,96
852,2,65,16704,192
852,1,70,16800,96
852,1,80,16896,192
852,2,62,16896,192
852,3,51,16992,96
852,1,79,17088,192
852,2,75,17088,384
852,3,53,17088,96
852,3,55,17184,96
852,1,77,17280,384
852,3,56,17280,96
852,3,53,17376,96
852,2,74,17472,192
852,3,46,17472,96
852,3,56,17568,96
852,1,75,17664,96
852,2,75,17664,192
852,3,55,17664,192
852,1,82,17760,96
852,1,79,17856,96
852,3,58,17856,192
852,1,75,17952,96
852,1,73,18048,96
852,2,63,18048,480
852,3,55,18048,192
852,1,82,18144,96
852,1,79,18240,96
852,3,51,18240,192
852,1,73,18336,96
852,1,72,18432,192
852,3,56,18432,192
852,2,63,18528,96
852,1,80,18624,192
852,2,60,18624,96
852,2,56,18720,96
852,2,55,18816,96
852,2,63,18912,96
852,1,68,19008,192
852,2,60,19008,96
852,2,55,19104,96
852,1,74,19200,96
852,2,53,19200,192
852,1,80,19296,96
852,1,77,19392,96
852,2,56,19392,192
852,3,56,19392,192
852,1,74,19488,96
852,1,72,19584,96
852,2,62,19584,480
852,3,53,19584,192
852,1,80,19680,96
852,1,77,19776,96
852,3,50,19776,192
852,1,72,19872,96
852,1,71,19968,192
852,3,55,19968,192
852,2,62,20064,96
852,1,79,20160,192
852,2,59,20160,96
852,2,55,20256,96
852,2,53,20352,96
852,2,62,20448,96
852,1,67,20544,192
852,2,59,20544,96
852,2,53,20640,96
852,1,72,20736,96
852,2,52,20736,192
852,1,79,20832,96
852,1,76,20928,96
852,2,55,20928,192
852,3,55,20928,192
852,1,72,21024,96
852,1,70,21120,96
852,2,60,21120,768
852,3,52,21120,192
852,1,79,21216,96
852,1,76,21312,96
852,3,48,21312,192
852,1,70,21408,96
852,1,69,21504,96
852,3,53,21504,192
852,1,79,21600,96
852,1,72,21696,96
852,3,51,21696,192
852,1,67,21792,96
852,1,68,21888,96
852,2,59,21888,192
852,3,50,21888,192
852,1,77,21984,96
852,1,74,22080,96
852,2,60,22080,192
852,3,48,22080,192
852,1,68,22176,96
852,1,67,22272,96
852,2,62,22272,192
852,3,47,22272,192
852,1,77,22368,96
852,1,74,22464,96
852,3,43,22464,192
852,1,71,22560,96
852,1,67,22656,96
852,3,48,22656,192
852,1,75,22752,96
852,1,72,22848,96
852,3,46,22848,192
852,1,67,22944,96
852,1,66,23040,96
852,3,45,23040,192
852,1,75,23136,96
852,1,72,23232,96
852,3,57,23232,192
852,1,69,23328,96
852,1,65,23424,96
852,3,59,23424,192
852,1,74,23520,96
852,1,71,23616,96
852,3,55,23616,192
852,1,65,23712,96
852,1,64,23808,96
852,3,60,23808,192
852,1,74,23904,96
852,1,71,24000,96
852,3,55,24000,192
852,1,67,24096,96
852,1,63,24192,96
852,3,56,24192,192
852,1,72,24288,96
852,1,67,24384,96
852,3,51,24384,192
852,1,63,24480,96
852,1,62,24576,96
852,3,53,24576,192
852,1,72,24672,96
852,1,68,24768,96
852,3,51,24768,96
852,1,65,24864,96
852,3,53,24864,96
852,1,62,24960,96
852,3,55,24960,192
852,1,71,25056,96
852,1,69,25152,96
852,3,43,25152,192
852,1,71,25248,96
852,1,72,25344,192
852,2,60,25344,96
852,3,48,25344,192
852,2,58,25440,96
852,1,77,25536,192
852,2,56,25536,96
852,2,58,25632,96
852,1,75,25728,192
852,2,55,25728,96
852,2,60,25824,96
852,1,74,25920,192
852,2,59,25920,96
852,2,60,26016,96
852,1,72,26112,96
852,2,63,26112,192
852,1,69,26208,96
852,1,71,26304,96
852,2,62,26304,192
852,1,72,26400,96
852,1,74,26496,480
852,2,59,26688,96
852,2,55,26784,96
852,2,65,26880,192
852,1,72,26976,96
852,1,74,27072,96
852,2,63,27072,192
852,1,75,27168,96
852,1,77,27264,96
852,2,62,27264,384
852,1,74,27360,96
852,1,67,27456,96
852,1,77,27552,96
852,1,75,27648,96
852,2,60,27648,96
852,1,79,27744,96
852,2,59,27744,96
852,1,75,27840,96
852,2,60,27840,96
852,1,74,27936,96
852,2,63,27936,96
852,1,72,28032,96
852,2,68,28032,576
852,1,84,28128,96
852,1,80,28224,96
852,1,77,28320,96
852,1,74,28416,96
852,1,77,28512,96
852,1,74,28608,96
852,2,58,28608,96
852,1,72,28704,96
852,2,62,28704,96
852,1,70,28800,96
852,2,67,28800,576
852,1,82,28896,96
852,1,79,28992,96
852,1,75,29088,96
852,1,72,29184,96
852,1,75,29280,96
852,1,72,29376,96
852,2,56,29376,96
852,1,70,29472,96
852,2,60,29472,96
852,1,68,29568,96
852,2,65,29568,480
852,1,80,29664,96
852,1,77,29760,96
852,1,74,29856,96
852,1,71,29952,384
852,3,55,29952,96
852,2,67,30048,96
852,3,51,30048,96
852,2,68,30144,384
852,3,50,30144,96
852,3,51,30240,96
852,1,72,30336,576
852,3,48,30336,96
852,3,53,30432,96
852,2,67,30528,192
852,3,51,30528,96
852,3,53,30624,96
852,2,65,30720,96
852,3,56,30720,192
852,2,63,30816,96
852,1,71,30912,192
852,2,65,30912,96
852,3,55,30912,192
852,2,67,31008,96
852,1,72,31104,96
852,2,69,31104,480
852,1,71,31200,96
852,1,72,31296,96
852,3,54,31296,96
852,1,74,31392,96
852,3,50,31392,96
852,1,75,31488,192
852,3,60,31488,192
852,2,67,31584,96
852,1,74,31680,192
852,2,69,31680,96
852,3,58,31680,192
852,2,70,31776,96
852,1,76,31872,192
852,2,72,31872,96
852,3,57,31872,384
852,2,69,31968,96
852,1,78,32064,192
852,2,62,32064,96
852,2,72,32160,96
852,1,79,32256,96
852,2,70,32256,384
852,3,55,32256,96
852,1,74,32352,96
852,3,58,32352,96
852,1,72,32448,96
852,3,56,32448,96
852,1,74,32544,96
852,3,58,32544,96
852,1,70,32640,96
852,2,70,32640,480
852,3,55,32640,96
852,1,76,32736,96
852,3,56,32736,96
852,1,74,32832,96
852,3,53,32832,96
852,1,76,32928,96
852,3,55,32928,96
852,1,79,33024,192
852,3,52,33024,96
852,2,73,33120,96
852,3,60,33120,96
852,1,77,33216,192
852,2,72,33216,96
852,3,56,33216,96
852,2,70,33312,96
852,3,53,33312,96
852,2,68,33408,96
852,3,48,33408,96
852,2,67,33504,96
852,3,53,33504,96
852,2,65,33600,96
852,3,48,33600,96
852,2,67,33696,96
852,3,44,33696,96
852,1,77,33792,96
852,2,68,33792,384
852,3,41,33792,96
852,1,72,33888,96
852,3,56,33888,96
852,1,70,33984,96
852,3,55,33984,96
852,1,72,34080,96
852,3,56,34080,96
852,1,68,34176,96
852,2,68,34176,480
852,3,53,34176,96
852,1,74,34272,96
852,3,55,34272,96
852,1,72,34368,96
852,3,51,34368,96
852,1,74,34464,96
852,3,53,34464,96
852,1,77,34560,192
852,3,50,34560,96
852,2,72,34656,96
852,3,58,34656,96
852,1,75,34752,192
852,2,70,34752,96
852,3,55,34752,96
852,2,68,34848,96
852,3,51,34848,96
852,2,67,34944,96
852,3,46,34944,96
852,2,65,35040,96
852,3,51,35040,96
852,2,63,35136,96
852,3,46,35136,96
852,2,65,35232,96
852,3,43,35232,96
852,2,67,35328,384
852,3,39,35328,192
852,1,70,35424,96
852,1,75,35520,96
852,3,51,35520,192
852,1,72,35616,96
852,1,73,35712,384
852,3,53,35712,192
852,2,70,35808,96
852,2,67,35904,96
852,3,55,35904,192
852,2,63,36000,96
852,2,56,36096,192
852,3,56,36096,192
852,1,72,36192,96
852,1,77,36288,96
852,3,53,36288,192
852,1,74,36384,96
852,1,75,36480,384
852,3,55,36480,192
852,2,72,36576,96
852,2,69,36672,96
852,3,57,36672,192
852,2,65,36768,96
852,2,58,36864,192
852,3,58,36864,192
852,1,74,36960,96
852,1,79,37056,96
852,3,55,37056,192
852,1,75,37152,96
852,1,77,37248,384
852,3,57,37248,192
852,2,74,37344,96
852,2,71,37440,96
852,3,59,37440,192
852,2,67,37536,96
852,2,60,37632,192
852,3,60,37632,192
852,1,75,37728,96
852,1,79,37824,96
852,3,48,37824,192
852,1,82,37920,96
852,1,80,38016,96
852,3,50,38016,192
852,1,77,38112,96
852,1,70,38208,96
852,3,51,38208,288
852,1,79,38304,96
852,1,77,38400,192
852,3,50,38496,96
852,1,80,38592,192
852,2,77,38592,192
852,3,48,38592,96
852,3,50,38688,96
852,1,79,38784,192
852,2,75,38784,192
852,3,46,38784,96
852,3,51,38880,96
852,1,77,38976,192
852,2,68,38976,192
852,3,50,38976,96
852,3,51,39072,96
852,1,75,39168,96
852,2,70,39168,192
852,3,55,39168,192
852,1,72,39264,96
852,1,74,39360,96
852,2,68,39360,96
852,3,53,39360,192
852,1,75,39456,96
852,2,67,39456,96
852,1,77,39552,480
852,2,68,39552,96
852,2,74,39648,96
852,2,70,39744,96
852,3,50,39744,96
852,2,65,39840,96
852,3,46,39840,96
852,2,62,39936,192
852,3,56,39936,192
852,1,75,40032,96
852,1,77,40128,96
852,2,63,40128,384
852,3,55,40128,192
852,1,79,40224,96
852,1,80,40320,96
852,3,53,40320,384
852,1,77,40416,96
852,1,70,40512,96
852,2,62,40512,192
852,1,80,40608,96
852,1,79,40704,96
852,2,63,40704,192
852,3,51,40704,192
852,1,82,40800,96
852,1,79,40896,96
852,3,39,40896,192
852,1,75,40992,96
852,1,73,41088,384
852,3,41,41088,192
852,2,70,41184,96
852,2,67,41280,96
852,3,43,41280,192
852,2,63,41376,96
852,1,72,41472,96
852,2,56,41472,192
852,3,44,41472,192
852,1,84,41568,96
852,1,80,41664,96
852,3,41,41664,192
852,1,77,41760,96
852,1,75,41856,384
852,3,43,41856,192
852,2,72,41952,96
852,2,69,42048,96
852,3,45,42048,192
852,2,65,42144,96
852,1,74,42240,96
852,2,58,42240,192
852,3,46,42240,192
852,1,77,42336,96
852,1,74,42432,96
852,3,46,42432,192
852,1,70,42528,96
852,1,68,42624,480
852,3,48,42624,192
852,2,65,42720,96
852,2,62,42816,96
852,3,50,42816,192
852,2,58,42912,96
852,2,51,43008,192
852,3,51,43008,1248
852,1,67,43104,96
852,1,65,43200,96
852,2,61,43200,192
852,1,67,43296,96
852,1,63,43392,96
852,2,60,43392,192
852,1,68,43488,96
852,1,67,43584,96
852,2,58,43584,192
852,1,68,43680,96
852,1,72,43776,192
852,2,56,43776,96
852,2,55,43872,96
852,1,70,43968,192
852,2,56,43968,96
852,2,58,44064,96
852,2,60,44160,480
852,3,50,44256,96
852,1,69,44352,96
852,3,51,44352,96
852,1,65,44448,96
852,3,53,44448,96
852,1,75,44544,192
852,3,55,44544,288
852,2,58,44640,96
852,1,74,44736,192
852,2,60,44736,96
852,2,62,44832,96
852,3,53,44832,96
852,1,72,44928,384
